airport_id,ref_time,interval_1_Arrival,interval_2_Arrival,interval_3_Arrival,interval_4_Arrival,interval_5_Arrival,interval_6_Arrival,interval_7_Arrival,interval_8_Arrival,interval_9_Arrival,interval_10_Arrival,interval_11_Arrival,interval_12_Arrival,interval_1_ETD,interval_2_ETD,interval_3_ETD,interval_4_ETD,interval_5_ETD,interval_6_ETD,interval_7_ETD,interval_8_ETD,interval_9_ETD,interval_10_ETD,interval_11_ETD,interval_12_ETD,interval_1_TFM,interval_2_TFM,interval_3_TFM,interval_4_TFM,interval_5_TFM,interval_6_TFM,interval_7_TFM,interval_8_TFM,interval_9_TFM,interval_10_TFM,interval_11_TFM,interval_12_TFM,interval_1_TBFM,interval_2_TBFM,interval_3_TBFM,interval_4_TBFM,interval_5_TBFM,interval_6_TBFM,interval_7_TBFM,interval_8_TBFM,interval_9_TBFM,interval_10_TBFM,interval_11_TBFM,interval_12_TBFM,temperature,wind_direction,wind_speed,wind_gust,cloud_ceiling,visibility,cloud,lightning_prob,precip,departure_runways,arrival_runways
KPHX,2023-02-08 23:51:00,12,0,0,0,0,0,0,0,0,0,0,0,32,78,39,21,29,37,30,27,25,16,15,10,1024,1173,1334,1071,1300,587,515,630,646,671,196,416,931,3808,3884,4103,4822,2603,1468,964,2847,1566,890,1021,68.0,26.0,6.0,0.0,8.0,7.0,1.0,0.0,0.0,1,2
KSEA,2023-02-08 00:01:00,40,40,16,12,16,28,24,40,32,44,28,20,177,115,68,80,18,66,64,86,225,106,58,72,327,377,370,193,567,555,1159,1356,1962,1241,1174,785,84,257,191,154,422,931,1089,1365,3320,1818,2020,1073,57.5,24.0,11.0,11.5,8.0,7.0,2.0,0.0,0.0,1,2
KSEA,2023-02-08 00:58:00,20,24,20,40,32,48,28,24,12,24,36,36,29,49,58,81,221,138,52,52,63,93,64,142,405,725,733,1398,2179,1322,1227,628,678,1723,2768,2367,405,869,1002,1216,2842,2461,1753,1380,1200,2121,3893,5052,47.0,22.0,16.0,23.0,8.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 01:57:00,32,44,28,28,12,24,32,40,40,36,28,16,205,169,52,52,63,93,62,137,162,131,80,8,2242,1303,1267,577,540,1758,2664,2446,2085,2725,1552,1859,2582,2573,1793,1508,1163,2089,3581,5196,5194,3478,2547,2339,44.0,22.0,14.0,23.0,8.0,7.0,2.0,0.0,0.0,1,2
KSEA,2023-02-08 02:58:00,12,24,36,36,44,36,24,20,36,36,40,32,63,93,64,142,169,118,78,18,47,80,104,112,678,1723,2768,2367,1991,2698,1487,1906,2596,2462,2245,2354,1200,2121,3893,5052,5092,3726,2544,2213,3368,3640,4388,3527,44.0,22.0,14.0,21.0,8.0,7.0,2.0,0.0,0.0,1,2
KSEA,2023-02-08 03:59:00,44,36,24,16,36,36,44,32,36,20,8,8,168,118,78,21,44,81,104,111,99,36,48,83,2001,2683,1555,1754,2605,2538,2180,2448,1846,948,321,527,4927,3857,2627,2162,3385,3658,4393,3533,3655,2804,360,782,43.0,22.0,19.0,27.0,8.0,7.0,2.0,0.0,0.0,1,2
KSEA,2023-02-08 04:58:00,36,36,40,32,36,20,12,8,16,24,16,4,47,80,104,112,99,36,48,82,126,167,46,83,2596,2462,2245,2354,1958,965,296,496,1653,757,819,26,3368,3640,4388,3527,3937,2811,375,823,712,2928,1152,602,43.0,22.0,17.0,25.0,8.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 05:57:00,32,24,12,4,16,28,12,8,0,0,8,0,107,34,29,103,107,161,71,56,52,3,18,29,2010,1024,239,522,1602,774,796,119,0,135,287,1,4033,2665,567,830,724,2969,964,828,0,3,499,0,42.0,22.0,15.0,21.0,8.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 06:28:00,12,8,16,24,16,4,0,0,8,0,0,0,48,82,126,167,46,83,25,3,19,31,2,0,296,496,1653,757,819,26,0,143,279,1,0,0,375,823,712,2928,1152,602,0,8,494,0,0,0,42.0,22.0,15.0,21.0,8.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 06:58:00,16,24,16,4,0,0,8,0,0,0,0,0,126,167,46,83,25,3,19,31,2,0,0,0,1653,757,819,26,0,143,279,1,0,0,0,0,712,2928,1152,602,0,8,494,0,0,0,0,0,41.0,22.0,11.0,19.0,4.0,7.0,2.0,0.0,0.0,1,2
KSEA,2023-02-08 07:31:00,16,4,0,0,8,0,0,0,0,0,0,0,17,73,26,1,18,32,1,0,0,0,1,0,750,18,0,151,271,1,0,0,0,0,0,0,1328,145,0,59,443,0,0,0,0,0,0,0,41.0,21.0,14.0,19.0,7.0,7.0,3.0,0.0,0.0,1,1
KSEA,2023-02-08 07:57:00,0,0,8,0,0,0,0,0,0,0,0,4,52,3,18,29,5,0,0,0,1,0,2,6,0,135,287,1,0,0,0,0,0,0,0,92,0,3,499,0,0,0,0,0,0,0,0,108,41.0,21.0,14.0,19.0,7.0,7.0,3.0,0.0,0.0,1,1
KSEA,2023-02-08 08:22:00,8,0,0,0,0,0,0,0,0,0,4,0,16,24,11,1,0,0,0,1,0,6,7,9,221,93,0,0,0,0,0,0,0,0,172,20,468,34,0,0,0,0,0,0,0,5,119,0,41.0,21.0,14.0,19.0,7.0,7.0,3.0,0.0,0.0,1,1
KSEA,2023-02-08 08:58:00,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0,0,1,0,2,6,7,10,9,9,0,0,0,0,0,0,0,122,70,0,1,100,0,0,0,0,0,0,0,110,14,0,0,53,41.0,21.0,11.0,0.0,4.0,7.0,3.0,0.0,0.0,1,1
KSEA,2023-02-08 09:58:00,0,0,0,4,0,0,0,4,0,4,4,12,1,0,2,6,7,10,9,9,10,4,3,3,0,0,0,122,70,0,1,100,146,43,170,611,0,0,0,110,14,0,0,53,0,226,68,341,40.0,21.0,13.0,0.0,8.0,7.0,3.0,0.0,0.0,1,1
KSEA,2023-02-08 09:59:00,0,0,0,4,0,0,0,4,0,4,4,12,1,0,2,6,8,9,9,9,10,4,3,3,0,0,0,133,59,0,1,100,146,46,181,650,0,0,0,114,10,0,0,53,0,228,71,381,40.0,21.0,13.0,0.0,8.0,7.0,3.0,0.0,0.0,1,1
KSEA,2023-02-08 11:01:00,0,0,0,4,0,4,4,12,4,4,16,16,8,9,9,9,9,3,3,4,84,30,45,19,58,0,2,99,149,56,199,630,332,789,487,390,6,0,5,48,109,121,74,393,206,580,1127,272,41.0,21.0,10.0,0.0,7.0,7.0,3.0,0.0,0.0,1,1
KSEA,2023-02-08 11:27:00,0,4,0,4,4,8,8,4,16,4,16,16,9,9,10,4,3,3,24,88,47,20,110,203,0,100,146,24,182,543,215,999,455,391,197,576,0,53,0,224,66,313,271,525,1191,118,326,366,41.0,21.0,10.0,0.0,7.0,7.0,3.0,0.0,0.0,1,1
KSEA,2023-02-08 11:57:00,0,4,4,8,8,4,16,4,16,16,28,16,10,4,3,3,24,88,47,20,110,203,38,36,146,24,182,543,215,999,455,391,197,576,728,675,0,224,66,313,271,525,1191,118,326,366,509,796,40.0,21.0,7.0,0.0,4.0,7.0,3.0,0.0,0.0,1,1
KSEA,2023-02-08 12:59:00,4,4,16,8,16,12,32,16,16,4,16,28,56,56,47,21,120,193,58,18,110,136,184,217,222,880,464,424,160,690,686,625,634,264,634,1565,212,568,1142,207,277,316,641,861,1050,92,629,1449,40.0,21.0,9.0,0.0,4.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 13:57:00,16,16,28,16,20,4,16,20,36,40,32,20,110,203,38,36,101,139,162,221,215,177,149,231,197,576,728,675,674,167,697,1324,2185,1415,706,1677,326,366,509,796,1204,137,623,1037,3630,3994,2425,2415,39.0,20.0,7.0,0.0,4.0,7.0,4.0,0.0,0.0,1,2
KSEA,2023-02-08 14:42:00,16,20,4,16,20,36,40,32,20,28,32,40,36,101,139,162,221,215,177,149,231,114,91,97,675,674,167,697,1324,2185,1415,706,1677,1468,2740,2433,796,1204,137,623,1037,3630,3994,2425,2415,1801,2850,5974,39.0,16.0,6.0,0.0,4.0,7.0,4.0,0.0,0.0,1,2
KSEA,2023-02-08 14:57:00,20,4,16,20,36,40,32,20,28,32,40,36,101,139,162,221,215,177,149,231,114,91,97,127,674,167,697,1324,2185,1415,706,1677,1468,2740,2433,2029,1204,137,623,1037,3630,3994,2425,2415,1801,2850,5974,4529,39.0,16.0,6.0,0.0,4.0,7.0,4.0,0.0,0.0,1,2
KSEA,2023-02-08 15:58:00,32,44,28,20,32,28,44,36,36,40,40,16,221,175,139,232,114,91,104,152,158,157,93,131,2188,1347,743,1716,1471,2871,2273,2190,3616,2708,1454,681,3766,3918,2259,2664,1639,2977,6112,4408,3308,4419,3331,1620,40.0,19.0,6.0,0.0,5.0,7.0,4.0,0.0,0.0,1,2
KSEA,2023-02-08 16:57:00,28,32,40,36,36,40,40,20,16,28,36,16,114,91,97,127,189,149,103,128,117,92,135,133,1468,2740,2433,2029,3311,3159,1443,777,770,3060,1041,668,1801,2850,5974,4529,3351,4414,3493,1504,1742,3072,3233,1077,41.0,18.0,6.0,0.0,5.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 17:57:00,36,40,40,20,16,28,36,16,16,36,44,28,189,149,103,128,117,92,135,133,143,145,142,161,3311,3159,1443,777,770,3060,1041,668,1258,2592,1516,771,3351,4414,3493,1504,1742,3072,3233,1077,563,3536,4264,1652,42.0,18.0,6.0,0.0,5.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 18:04:00,36,40,32,16,16,40,24,12,28,40,40,12,166,93,102,161,112,75,140,144,157,144,158,100,3217,2278,1022,933,2006,1750,1094,463,1969,2246,1103,904,4156,3865,2654,1609,974,4828,1578,846,1242,5055,2267,1345,42.0,18.0,6.0,0.0,5.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 18:57:00,16,28,36,16,16,36,44,28,12,20,24,40,117,92,135,133,143,145,142,161,76,40,46,109,770,3060,1041,668,1258,2592,1516,771,924,1815,1636,2286,1742,3072,3233,1077,563,3536,4264,1652,943,1141,3322,4699,42.0,18.0,6.0,0.0,5.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 19:42:00,16,16,36,44,28,12,20,24,40,24,40,28,133,143,145,142,161,76,40,46,109,100,103,32,668,1258,2592,1516,771,924,1815,1636,2286,800,1392,1249,1077,563,3536,4264,1652,943,1141,3322,4699,884,2355,1739,45.0,21.0,7.0,0.0,5.0,7.0,4.0,0.0,0.0,1,2
KSEA,2023-02-08 19:57:00,16,36,44,28,12,20,24,40,24,40,28,40,143,145,142,161,76,40,46,109,100,103,32,21,1258,2592,1516,771,924,1815,1636,2286,800,1392,1249,1386,563,3536,4264,1652,943,1141,3322,4699,884,2355,1739,1670,45.0,21.0,7.0,0.0,5.0,7.0,4.0,0.0,0.0,1,2
KSEA,2023-02-08 20:58:00,12,20,28,40,24,36,32,36,24,4,16,16,76,45,46,113,96,106,24,24,36,48,20,63,1008,1790,1733,2165,862,1319,1287,1409,914,344,667,540,974,1143,3465,4681,877,2359,1864,1564,2142,1014,800,800,46.0,23.0,7.0,0.0,5.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 21:57:00,24,40,28,40,20,8,16,16,8,0,0,0,100,103,32,21,37,49,21,59,43,37,10,12,800,1392,1249,1386,1000,353,623,571,1598,1463,1422,520,884,2355,1739,1670,2125,1219,740,764,1692,3185,2411,3253,48.0,24.0,8.0,0.0,8.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 23:03:00,16,8,16,20,0,0,0,0,0,0,0,0,51,26,35,74,18,33,10,16,7,10,17,23,438,359,521,1279,1681,1288,1006,695,417,670,392,493,2194,523,1131,1067,2391,2250,4046,1635,1436,897,1201,472,48.0,25.0,6.0,0.0,8.0,7.0,3.0,0.0,0.0,1,2
KSEA,2023-02-08 23:22:00,8,16,16,0,0,0,0,0,0,0,0,0,14,47,63,37,11,10,15,7,11,17,25,18,505,659,1189,1515,1553,685,703,792,416,286,502,329,511,872,1615,3104,1383,4396,1251,1137,1382,609,691,987,48.0,25.0,6.0,0.0,8.0,7.0,3.0,0.0,0.0,1,2
